type,brickid,longitude,latitude
zigzag,BKI-33630,76.6894535263,29.9061450472
fcbk,BKI-33631,76.8609150195,29.7878523301
zigzag,BKI-33632,76.8081964909,29.7659915913
fcbk,BKI-33633,76.7995184481,29.6983018931
zigzag,BKI-33634,76.7104827851,29.7286443798
zigzag,BKI-33635,76.7433489674,29.9155093537
zigzag,BKI-33636,77.0155755121,29.8132723605
zigzag,BKI-33637,76.6486387738,29.7627675269
zigzag,BKI-33638,77.2566634046,29.810156006
zigzag,BKI-33639,87.7924865334,25.471130399
fcbk,BKI-33640,77.2064526912,29.0165391203
fcbk,BKI-33641,77.3217978931,28.8056107493
fcbk,BKI-33642,77.3187896996,28.8054497727
fcbk,BKI-33643,77.4686068402,28.8600062864
fcbk,BKI-33644,78.2744128913,28.3048789244
fcbk,BKI-33645,78.0864162095,28.3826021841
fcbk,BKI-33646,78.1597128093,28.2995261712
fcbk,BKI-33647,77.9834740226,28.0227656902
fcbk,BKI-33648,78.2781247748,28.3082029345
zigzag,BKI-33649,76.6785095679,29.9044575284
fcbk,BKI-33650,77.0032936013,29.60387656
zigzag,BKI-33651,76.6088206469,29.9462629849
zigzag,BKI-33652,76.641727978,29.7617656337
zigzag,BKI-33653,76.9245436053,29.6059621124
zigzag,BKI-33654,76.8313361763,29.6795215513
zigzag,BKI-33655,76.6060813147,29.9463512025
fcbk,BKI-33656,78.3153319028,28.1120408121
fcbk,BKI-33657,77.9449570195,28.2849893556
fcbk,BKI-33658,77.0043133164,29.5852338324
fcbk,BKI-33659,76.9783867478,29.5870500056
fcbk,BKI-33660,76.6288064938,29.8529747426
zigzag,BKI-33661,77.0312078033,29.7927147047
zigzag,BKI-33662,77.0038854414,29.743175414
zigzag,BKI-33663,76.8969596983,29.57089464
zigzag,BKI-33664,83.1359298052,25.3108226694
fcbk,BKI-33665,83.1101048887,25.4714526803
zigzag,BKI-33666,77.0137682183,29.8019247845
fcbk,BKI-33667,86.9721416224,25.3852515112
zigzag,BKI-33668,87.1505156429,25.2182902534
zigzag,BKI-33669,87.1633287085,25.2195129645
zigzag,BKI-33670,87.3144360721,25.5741585533
fcbk,BKI-33671,86.9396182643,25.4088317074
zigzag,BKI-33672,87.15813122,25.2204016036
zigzag,BKI-33673,86.9734157576,25.3855830998
zigzag,BKI-33674,87.1267159965,25.3795236355
zigzag,BKI-33675,87.0855500524,25.2317200743
fcbk,BKI-33676,87.7565286721,24.0790757223
fcbk,BKI-33677,77.9666602643,28.1495442063
fcbk,BKI-33678,78.2816487636,28.264615013
fcbk,BKI-33679,78.1247183334,28.3765268312
fcbk,BKI-33680,78.1225213482,28.3773673908
fcbk,BKI-33681,78.2003731364,28.3505256652
fcbk,BKI-33682,78.3593084765,28.1123463562
fcbk,BKI-33683,78.2241334826,28.1217197472
zigzag,BKI-33684,87.2635051064,25.2923858066
zigzag,BKI-33685,87.1606172822,25.2200744515
fcbk,BKI-33686,87.1105645412,25.5204664261
fcbk,BKI-33687,87.0285444596,25.2310247903
zigzag,BKI-33688,87.1598013283,25.220101042
zigzag,BKI-33689,87.1723048045,25.2163158535
fcbk,BKI-33690,86.9816689111,25.5576576128
zigzag,BKI-33691,87.0921968892,25.2277188624
zigzag,BKI-33692,87.1705537427,25.2166276887
zigzag,BKI-33693,87.3026398611,25.5139093024
zigzag,BKI-33694,87.3066814308,25.4968091994
fcbk,BKI-33695,77.3615221285,28.747529857
zigzag,BKI-33696,77.4496881218,28.74963516
fcbk,BKI-33697,77.293105375,28.8345745948
zigzag,BKI-33698,77.1937088823,29.0434254822
fcbk,BKI-33699,87.0109827701,25.526480264
fcbk,BKI-33700,78.2455310696,28.3748457238
zigzag,BKI-33701,87.3189350409,25.2674480408
fcbk,BKI-33702,78.2554360042,28.1867906788
fcbk,BKI-33703,78.2335841381,28.2531225401
zigzag,BKI-33704,87.1622699475,25.2193862031
zigzag,BKI-33705,87.1895971664,25.3955775275
fcbk,BKI-33706,74.0147163387,32.9829477721
zigzag,BKI-33707,78.2638981223,28.2349065452
fcbk,BKI-33708,78.1831149859,28.0685923883
fcbk,BKI-33709,87.1760017041,25.2154380876
zigzag,BKI-33710,87.293851517,25.488686096
zigzag,BKI-33711,87.1691732249,25.2192650914
fcbk,BKI-33712,87.015485997,25.5280001621
zigzag,BKI-33713,87.1515475134,25.2183834517
zigzag,BKI-33714,87.0306142205,25.3093903674
zigzag,BKI-33715,86.9380812206,25.4095954889
zigzag,BKI-33716,87.9901590839,25.2834673697
fcbk,BKI-33717,87.8925588189,25.2996943365
zigzag,BKI-33718,87.9642655007,25.3719905657
zigzag,BKI-33719,88.0750364623,25.4166033235
zigzag,BKI-33720,88.0106178528,25.294070838
fcbk,BKI-33721,87.8681156768,25.3118029879
fcbk,BKI-33722,74.0156844236,32.984152755
zigzag,BKI-33723,74.023306421,32.9224850045
fcbk,BKI-33724,78.17901155,28.0675162164
fcbk,BKI-33725,78.2975111358,28.1405223721
fcbk,BKI-33726,77.9666055302,28.2079246005
fcbk,BKI-33727,78.3353895696,28.21861926
fcbk,BKI-33728,78.1514563037,28.2703555806
fcbk,BKI-33729,78.1178601326,28.0774781731
fcbk,BKI-33730,81.3635216972,26.1485641607
zigzag,BKI-33731,76.4228379829,29.1030785247
zigzag,BKI-33732,76.2582694601,28.8122489554
zigzag,BKI-33733,76.4056194665,28.8124529735
fcbk,BKI-33734,76.5209692808,29.0004635046
fcbk,BKI-33735,76.2449919924,28.8166407081
zigzag,BKI-33736,76.2129412862,28.8167252305
fcbk,BKI-33737,77.4424008299,28.7511099663
zigzag,BKI-33738,77.3832240669,28.4206548102
zigzag,BKI-33739,77.4380307205,28.7665302706
fcbk,BKI-33740,77.4711867955,28.6046745934
zigzag,BKI-33741,81.3689719174,26.318422677
fcbk,BKI-33742,81.3273459611,26.2960556121
fcbk,BKI-33743,81.4071024826,26.2787127907
zigzag,BKI-33744,77.4757416468,28.5908397796
fcbk,BKI-33745,81.085777009,26.2375169518
fcbk,BKI-33746,81.371299225,26.0867463142
fcbk,BKI-33747,81.0789068359,26.2777597412
fcbk,BKI-33748,81.1736950605,26.0458927654
fcbk,BKI-33749,78.0116464747,28.3621432998
fcbk,BKI-33750,78.164948406,28.0836406273
fcbk,BKI-33751,78.3669582224,28.3375182421
fcbk,BKI-33752,78.2969631449,28.281587325
fcbk,BKI-33753,78.0160724665,28.2255319057
zigzag,BKI-33754,77.4427505934,28.7584896459
fcbk,BKI-33755,77.4206993159,28.7507627378
fcbk,BKI-33756,77.4477918983,28.7629865464
zigzag,BKI-33757,81.5126462592,26.2503402799
fcbk,BKI-33758,78.271917994,28.3017329776
fcbk,BKI-33759,78.0561727143,28.2941749576
fcbk,BKI-33760,78.1725815091,28.0773857926
fcbk,BKI-33761,78.0069947103,28.0847540006
fcbk,BKI-33762,78.2560966312,28.3180380052
fcbk,BKI-33763,78.2753583591,28.3040901743
fcbk,BKI-33764,78.1339528314,28.0527687636
fcbk,BKI-33765,78.3151374413,28.175570864
fcbk,BKI-33766,78.3506966036,28.365463045
fcbk,BKI-33767,82.1111142415,25.8480461645
zigzag,BKI-33768,83.6214443633,25.7039023382
zigzag,BKI-33769,78.1730479975,28.1019351767
fcbk,BKI-33770,82.2752229327,25.9680530474
fcbk,BKI-33771,82.1491172986,25.828264318
fcbk,BKI-33772,82.2446073891,25.7807938507
fcbk,BKI-33773,82.4043815512,25.6134169701
fcbk,BKI-33774,82.1688778422,25.7941550978
fcbk,BKI-33775,82.1560920427,25.7139333572
fcbk,BKI-33776,82.0339734982,25.8166730662
fcbk,BKI-33777,82.1844306237,25.6399159857
fcbk,BKI-33778,82.1947031688,25.7914088369
fcbk,BKI-33779,77.4118653794,28.7335762946
fcbk,BKI-33780,80.1785296887,27.3604077483
fcbk,BKI-33781,79.8286617488,27.5327249377
zigzag,BKI-33782,80.1243664545,27.4362069151
fcbk,BKI-33783,80.1440929747,27.5698026902
fcbk,BKI-33784,79.8243172418,27.5336545297
fcbk,BKI-33785,80.0164496616,27.5770107629
zigzag,BKI-33786,80.0811452909,27.4660220896
fcbk,BKI-33787,82.0675985561,25.9147288446
fcbk,BKI-33788,82.0831135702,25.7752052118
fcbk,BKI-33789,82.1040392722,25.935893353
fcbk,BKI-33790,82.0590597285,25.7146319963
fcbk,BKI-33791,82.1350241305,25.8684726752
fcbk,BKI-33792,82.3152770529,25.9343703992
fcbk,BKI-33793,80.0962678966,27.3960665118
fcbk,BKI-33794,80.1116913014,27.4431248127
fcbk,BKI-33795,80.135999217,27.3723598036
zigzag,BKI-33796,83.0428045726,25.4368394015
zigzag,BKI-33797,83.1475133158,25.3107457685
zigzag,BKI-33798,83.1197674885,25.4143853149
fcbk,BKI-33799,83.1276437676,25.5312152721
fcbk,BKI-33800,79.8275545261,27.5279796652
fcbk,BKI-33801,80.1438943376,27.3683718667
zigzag,BKI-33802,88.7867383905,25.2581470036
zigzag,BKI-33803,88.7847776447,25.2579460302
fcbk,BKI-33804,79.6662420814,27.7547945178
zigzag,BKI-33805,85.0735797646,26.8298169001
fcbk,BKI-33806,78.0083876819,28.3335813739
zigzag,BKI-33807,87.9152912321,22.1300712236
fcbk,BKI-33808,79.7949059676,27.5727417761
fcbk,BKI-33809,79.8101352821,27.2655444218
fcbk,BKI-33810,79.9808753075,27.4723976058
fcbk,BKI-33811,79.9716896768,27.2859572121
zigzag,BKI-33812,88.7213238404,24.2147802267
fcbk,BKI-33813,77.9421556507,28.3174716453
fcbk,BKI-33814,78.2571010541,27.9922777467
fcbk,BKI-33815,79.974047874,27.2849152814
fcbk,BKI-33816,79.8271757598,27.5386512623
fcbk,BKI-33817,80.1442088868,27.3690369885
fcbk,BKI-33818,78.0512288185,28.2106685897
fcbk,BKI-33819,80.2171875695,26.0978372678
fcbk,BKI-33820,80.4821205276,26.2726893186
fcbk,BKI-33821,80.2474864896,26.2852914672
fcbk,BKI-33822,80.3757372183,26.3531524525
zigzag,BKI-33823,80.2306864684,26.1612529826
fcbk,BKI-33824,80.5040129676,26.2995131019
zigzag,BKI-33825,88.8457749854,23.2027962959
zigzag,BKI-33826,88.7359960632,23.1727803825
zigzag,BKI-33827,88.7492927433,23.4484815787
zigzag,BKI-33828,88.7513327061,23.1674826096
fcbk,BKI-33829,78.3260298603,27.7411647563
fcbk,BKI-33830,78.3255025297,27.8920016132
fcbk,BKI-33831,78.0847906164,27.7844868339
fcbk,BKI-33832,78.1276066408,27.6304815971
fcbk,BKI-33833,78.141695612,27.9725314681
fcbk,BKI-33834,78.2589434384,27.9560603968
fcbk,BKI-33835,78.1678976439,27.6898992779
fcbk,BKI-33836,78.3162882847,27.8398252708
fcbk,BKI-33837,78.2335127358,27.8178650287
fcbk,BKI-33838,77.9464040776,27.8694041159
fcbk,BKI-33839,78.3038643167,27.6764706743
fcbk,BKI-33840,78.3736852041,27.8447131119
zigzag,BKI-33841,88.3762782377,24.0716959775
fcbk,BKI-33842,88.5832649305,24.1711710791
zigzag,BKI-33843,88.5310376457,24.0945054652
fcbk,BKI-33844,79.1379733689,27.5982327005
fcbk,BKI-33845,79.271379522,27.8632819152
fcbk,BKI-33846,79.2392162312,27.9298481494
fcbk,BKI-33847,79.1171070067,27.6109507337
fcbk,BKI-33848,78.9712131574,27.7098034884
fcbk,BKI-33849,88.8059942615,22.7164197943
fcbk,BKI-33850,78.2696710083,28.2993310159
fcbk,BKI-33851,78.214614065,28.0965968255
fcbk,BKI-33852,78.1633030733,28.3164786109
fcbk,BKI-33853,78.1517212127,28.2475317888
zigzag,BKI-33854,78.1964565368,28.3672561504
fcbk,BKI-33855,78.3368079536,28.0707831297
fcbk,BKI-33856,78.216125313,28.2364197699
fcbk,BKI-33857,78.0802266757,27.6315970236
fcbk,BKI-33858,78.3353485133,27.9036394757
fcbk,BKI-33859,78.1876428831,27.9795236914
fcbk,BKI-33860,78.3642322622,27.846288761
fcbk,BKI-33861,78.3309360005,27.8833995531
fcbk,BKI-33862,78.1780674518,27.6142552919
fcbk,BKI-33863,78.1813427038,27.9830538984
fcbk,BKI-33864,78.0017289207,27.6346629677
fcbk,BKI-33865,78.3530668506,27.9089987865
fcbk,BKI-33866,78.3604604151,27.8298369882
fcbk,BKI-33867,78.1297189407,27.6297612106
fcbk,BKI-33868,78.3152925516,27.8461354191
fcbk,BKI-33869,78.0590772803,27.6999961221
fcbk,BKI-33870,78.2306926462,27.9060183617
fcbk,BKI-33871,78.0299559551,28.2386809762
fcbk,BKI-33872,78.1853445006,28.1778467394
fcbk,BKI-33873,78.0355357904,28.2020424647
fcbk,BKI-33874,78.0235893657,28.2219544687
fcbk,BKI-33875,78.3148911254,27.8468834202
fcbk,BKI-33876,78.3832290418,27.9669358807
fcbk,BKI-33877,78.0393208992,27.6098808481
fcbk,BKI-33878,78.2421256201,27.9710861995
fcbk,BKI-33879,78.2765036744,27.8481737216
fcbk,BKI-33880,78.0510464771,27.6481350627
fcbk,BKI-33881,77.9385930506,27.5944216608
fcbk,BKI-33882,77.9459842666,27.8201052964
fcbk,BKI-33883,78.2411595418,27.9738145865
fcbk,BKI-33884,78.3271642155,27.8960910371
fcbk,BKI-33885,78.2712557209,27.7891913502
fcbk,BKI-33886,78.35824064,27.8428049801
fcbk,BKI-33887,78.3359493096,27.8773025744
fcbk,BKI-33888,78.2111164932,27.8312525234
fcbk,BKI-33889,78.2652777314,27.6337080036
fcbk,BKI-33890,78.366373339,27.8868788575
fcbk,BKI-33891,78.0402909582,27.7906789994
fcbk,BKI-33892,78.3111555227,27.8978132549
fcbk,BKI-33893,78.1884497058,27.7662255572
fcbk,BKI-33894,78.3465035047,27.8871968789
fcbk,BKI-33895,78.3610496147,27.8408517202
fcbk,BKI-33896,78.0037478719,27.7489683332
fcbk,BKI-33897,78.2627179073,27.8382237532
fcbk,BKI-33898,78.3706738434,27.8495007121
fcbk,BKI-33899,78.2462070436,27.9727222898
fcbk,BKI-33900,78.052354584,27.7008377546
fcbk,BKI-33901,78.229107271,27.9165657859
fcbk,BKI-33902,78.1975747779,27.9683170956
fcbk,BKI-33903,78.1713598437,27.9883005616
fcbk,BKI-33904,78.2722938807,27.7945289445
fcbk,BKI-33905,78.190322383,27.7679297661
fcbk,BKI-33906,78.0360102874,27.6161591373
fcbk,BKI-33907,78.3723775006,27.81701192
fcbk,BKI-33908,78.3552999093,27.8440579176
fcbk,BKI-33909,77.9915607869,27.8566726659
fcbk,BKI-33910,78.0482392017,27.616235663
fcbk,BKI-33911,78.0432689146,27.8254541996
fcbk,BKI-33912,78.3257578886,27.7482294526
fcbk,BKI-33913,78.3386587608,27.8747016523
fcbk,BKI-33914,78.9719727396,27.7086967875
zigzag,BKI-33915,88.4720940193,23.8387799774
zigzag,BKI-33916,88.5056312855,23.5653267734
zigzag,BKI-33917,88.5019217685,23.9354598656
fcbk,BKI-33918,88.2722569007,23.7055327359
fcbk,BKI-33919,88.5006657257,23.9353644631
fcbk,BKI-33920,78.2252715213,27.7984467852
fcbk,BKI-33921,78.3018341301,27.8483579657
fcbk,BKI-33922,78.3263938358,27.8787464587
fcbk,BKI-33923,78.313698119,27.7754104485
fcbk,BKI-33924,78.0398037889,27.6188043665
fcbk,BKI-33925,78.3678781846,27.8327252016
fcbk,BKI-33926,78.2705369508,27.8456382129
fcbk,BKI-33927,78.1967827204,27.9504250114
fcbk,BKI-33928,78.3002979825,27.8457418079
fcbk,BKI-33929,78.3333539055,27.8778700991
fcbk,BKI-33930,78.8333658538,27.8181980743
fcbk,BKI-33931,77.0881865041,28.0988669095
fcbk,BKI-33932,77.0925675275,28.0999365701
fcbk,BKI-33933,78.8547489197,27.7762029965
fcbk,BKI-33934,78.8744245358,27.7529308452
fcbk,BKI-33935,78.866175532,27.6543582378
fcbk,BKI-33936,78.8442602065,27.7668621013
fcbk,BKI-33937,78.9306340248,27.7196663576
fcbk,BKI-33938,78.9568156613,27.7447695852
fcbk,BKI-33939,77.0766019589,28.1075719442
zigzag,BKI-33940,77.0794834898,28.1055403161
fcbk,BKI-33941,78.1841564425,27.9815903545
fcbk,BKI-33942,78.1782344582,27.9642664704
zigzag,BKI-33943,78.1766105898,27.6375996637
fcbk,BKI-33944,78.082259795,27.826120775
fcbk,BKI-33945,78.3733393944,27.9604581412
fcbk,BKI-33946,78.2519446327,27.9522008913
fcbk,BKI-33947,78.1908015979,27.7238974424
fcbk,BKI-33948,78.1966725593,27.9076944375
fcbk,BKI-33949,78.0067435794,27.6347101222
fcbk,BKI-33950,78.289966178,27.629706754
fcbk,BKI-33951,78.2450569829,27.9488429357
fcbk,BKI-33952,78.2950026006,27.9226562056
fcbk,BKI-33953,77.95552502,27.6482678587
fcbk,BKI-33954,78.3131827959,27.6843496813
fcbk,BKI-33955,78.2874998897,27.849927242
fcbk,BKI-33956,77.9409522436,27.6432587465
fcbk,BKI-33957,78.212554028,27.9217104905
fcbk,BKI-33958,78.1194283151,27.8088828943
fcbk,BKI-33959,78.1723251312,27.9353789176
zigzag,BKI-33960,88.7230305737,22.6697899017
fcbk,BKI-33961,88.7602929138,22.6621024956
fcbk,BKI-33962,88.7599167024,22.6649017364
fcbk,BKI-33963,83.4667009665,25.0573821513
zigzag,BKI-33964,77.4204492275,28.1940973224
zigzag,BKI-33965,77.2558102565,28.0056453134
zigzag,BKI-33966,77.2703067074,28.0960368059
zigzag,BKI-33967,77.3832894693,28.242844803
fcbk,BKI-33968,77.1191711003,28.191233605
fcbk,BKI-33969,78.3659712429,27.8238727144
fcbk,BKI-33970,78.3231578012,27.9212989827
fcbk,BKI-33971,78.2768405351,27.8494099644
fcbk,BKI-33972,78.2913961885,27.733904527
fcbk,BKI-33973,78.2745904058,27.8505167219
zigzag,BKI-33982,77.4151727253,28.1218088874
fcbk,BKI-33983,78.2498559487,27.9602361774
fcbk,BKI-33984,84.0584301476,26.7532792577
fcbk,BKI-33985,78.2527597771,27.9620979137
fcbk,BKI-33986,83.3455322673,25.5343661902
fcbk,BKI-33987,83.3525371253,25.2291843934
fcbk,BKI-33988,83.6619137552,25.4902606925
fcbk,BKI-33989,78.0415868022,27.6193388505
fcbk,BKI-33990,83.6215335931,25.4568126786
fcbk,BKI-33991,83.6450361157,25.344946829
fcbk,BKI-33992,83.5916129523,25.2676786881
fcbk,BKI-33993,83.3769532231,25.3794505149
fcbk,BKI-33994,83.4058677205,25.43129959
fcbk,BKI-33995,83.3293813752,25.5089056502
zigzag,BKI-33996,83.3360524643,25.355574504
fcbk,BKI-33997,79.1167373039,27.6015030304
fcbk,BKI-33999,79.1845578506,26.6564385478
zigzag,BKI-34000,83.8427036439,26.7704431127
fcbk,BKI-34001,83.798425571,26.4249271771
zigzag,BKI-34002,83.8713385025,26.5933511455
fcbk,BKI-34003,78.2902895868,27.9289403883
fcbk,BKI-34004,78.3577421042,27.8572359299
fcbk,BKI-34005,78.2499747771,27.9584831085
fcbk,BKI-34006,78.1770707541,27.9662019377
fcbk,BKI-34007,78.0063355393,27.6370685904
fcbk,BKI-34008,78.3544367723,27.8556000893
fcbk,BKI-34009,83.6917863089,25.499383825
zigzag,BKI-34010,83.5064837876,25.258216007
fcbk,BKI-34011,83.3253384013,25.1829518113
fcbk,BKI-34012,83.5327883233,25.2718595865
fcbk,BKI-34013,77.368797392,28.8278582457
fcbk,BKI-34014,77.3003618862,29.0306611806
zigzag,BKI-34015,77.2497274961,28.9062069875
zigzag,BKI-34016,77.3725265153,28.2958752955
zigzag,BKI-34017,77.2839467512,28.0841106316
zigzag,BKI-34018,77.37150013,28.296371883
fcbk,BKI-34019,77.2831448773,28.0833387555
zigzag,BKI-34020,77.3918015495,27.9663648254
fcbk,BKI-34021,77.2187045699,27.941874621
zigzag,BKI-34022,77.2266704675,27.9699832079
fcbk,BKI-34023,77.1467398752,27.7925625775
zigzag,BKI-34024,77.1275749518,27.9006541818
fcbk,BKI-34025,78.110507724,27.7165873713
fcbk,BKI-34026,78.344410457,27.8732501877
fcbk,BKI-34027,78.3271604388,27.8865462176
fcbk,BKI-34028,78.0983124985,27.6775823561
fcbk,BKI-34029,78.0894913907,27.8083171496
fcbk,BKI-34030,78.0031652388,27.6214106972
fcbk,BKI-34031,78.0119095048,27.6035742129
fcbk,BKI-34032,78.1020924792,27.6742684668
fcbk,BKI-34033,78.3135845738,27.888551255
fcbk,BKI-34034,78.1966335514,27.7748027055
fcbk,BKI-34035,78.0999398312,27.6744066198
fcbk,BKI-34036,83.328645105,25.5227126822
fcbk,BKI-34037,83.405862542,25.5157818463
fcbk,BKI-34038,83.478949326,25.2406232241
fcbk,BKI-34039,83.330389596,25.3867534852
fcbk,BKI-34040,83.5596360764,25.2750273514
zigzag,BKI-34041,83.765449089,25.3786471605
fcbk,BKI-34042,83.4427214036,25.4977393461
fcbk,BKI-34043,80.9856222013,26.0168594302
fcbk,BKI-34044,78.2165942031,27.5977790331
fcbk,BKI-34045,78.2658811529,27.8425650592
fcbk,BKI-34046,83.7020298386,25.4033240432
fcbk,BKI-34047,78.3389865677,27.8831169595
fcbk,BKI-34048,77.9872607043,27.6374285653
fcbk,BKI-34049,83.5896940332,25.2636096692
zigzag,BKI-34050,83.3701246169,25.5244384701
fcbk,BKI-34051,83.6474692055,25.3743709223
fcbk,BKI-34052,83.3672039352,25.2376878948
fcbk,BKI-34053,83.3252499743,25.5201642622
fcbk,BKI-34054,83.7031625643,25.4019128211
fcbk,BKI-34055,83.5153954348,25.2682610751
zigzag,BKI-34056,83.3295869053,25.5490583117
zigzag,BKI-34057,83.7710862374,25.3756089118
fcbk,BKI-34058,83.5034796235,25.2431949652
fcbk,BKI-34059,77.4797162148,27.9184517931
fcbk,BKI-34060,80.8184379402,26.1173817971
fcbk,BKI-34061,80.939779349,26.2628799035
zigzag,BKI-34062,88.5926078826,22.1408618206
fcbk,BKI-34063,88.5609487817,22.1983935605
fcbk,BKI-34064,88.5980740245,22.146619272
fcbk,BKI-34065,88.55901972,22.203597838
fcbk,BKI-34066,88.6025392258,22.2573519637
fcbk,BKI-34067,80.8302974163,26.1997085168
fcbk,BKI-34068,81.0774906574,26.3850933527
fcbk,BKI-34069,81.0645388583,26.2661770374
fcbk,BKI-34070,80.990472822,26.0179793021
fcbk,BKI-34071,81.0595826858,26.1236289897
zigzag,BKI-34072,83.643383057,25.3566726767
fcbk,BKI-34073,83.4472598761,25.4340726509
fcbk,BKI-34074,83.6238132494,25.4707491203
zigzag,BKI-34075,83.5402583338,25.2932056932
fcbk,BKI-34076,83.3950578678,25.4469955619
zigzag,BKI-34077,83.475860486,25.2398421601
fcbk,BKI-34078,83.3950449929,25.2516783059
zigzag,BKI-34079,83.3783316984,25.2080504358
fcbk,BKI-34080,83.4187806296,25.5077893417
fcbk,BKI-34081,83.3269363297,25.383138236
fcbk,BKI-34082,83.6204853651,25.4642989666
fcbk,BKI-34083,83.5212459651,25.2627925919
fcbk,BKI-34084,82.4419994746,27.2628217773
fcbk,BKI-34085,80.8573680911,26.3665470322
fcbk,BKI-34086,80.9781311775,26.0245370554
fcbk,BKI-34087,83.5123617609,25.3809049205
fcbk,BKI-34088,83.7292116252,25.4695621512
fcbk,BKI-34089,83.5872728705,25.4338789871
fcbk,BKI-34090,78.1523800564,27.7804530118
fcbk,BKI-34091,78.1432398576,27.969597277
fcbk,BKI-34092,78.0917086724,27.853215245
zigzag,BKI-34093,87.9189454791,26.1048674696
zigzag,BKI-34094,87.8765893119,26.1731914705
zigzag,BKI-34095,83.6728624482,25.3070166023
fcbk,BKI-34096,83.3375153023,25.5294285536
fcbk,BKI-34097,83.3847395369,25.228803882
fcbk,BKI-34098,83.6808451161,25.4350480924
fcbk,BKI-34099,83.5432053463,25.2801215931
zigzag,BKI-34100,83.7637784014,25.4247537335
fcbk,BKI-34101,83.6604168449,25.3278611845
fcbk,BKI-34102,83.3710050182,25.2347981909
fcbk,BKI-34103,83.329785073,25.2608242204
fcbk,BKI-34104,83.7239369859,25.4624019501
fcbk,BKI-34105,83.3411510511,25.5309977839
fcbk,BKI-34106,83.6478096026,25.2845448924
fcbk,BKI-34114,78.9133929003,28.4233949501
fcbk,BKI-34115,79.1791902006,28.5859283148
fcbk,BKI-34116,79.0189429291,28.5480635918
fcbk,BKI-34117,79.1771376297,28.5705278786
fcbk,BKI-34118,78.6443052649,28.3797424507
fcbk,BKI-34119,78.7211593311,28.3159296209
fcbk,BKI-34120,78.4628172932,28.0572708241
fcbk,BKI-34121,78.7521850188,28.3273348819
fcbk,BKI-34122,81.5317990004,26.6377892181
fcbk,BKI-34123,81.8438247591,26.6099293242
fcbk,BKI-34129,77.9153645828,29.7926864891
fcbk,BKI-34130,78.3312596326,27.4944886197
fcbk,BKI-34131,78.0169404706,27.3888586381
fcbk,BKI-34132,78.2257732451,27.4555597391
fcbk,BKI-34133,78.2933956301,27.4501582052
fcbk,BKI-34134,77.97578112,27.4168778482
fcbk,BKI-34135,78.11741452,27.5413414472
fcbk,BKI-34136,78.2566479546,27.474022517
fcbk,BKI-34137,81.6414828282,25.5986800144
fcbk,BKI-34138,78.825801266,28.1653377784
fcbk,BKI-34139,78.4929631054,28.2265459051
fcbk,BKI-34140,78.7134221222,28.3354011054
fcbk,BKI-34142,78.104209801,26.9235265554
zigzag,BKI-34144,84.0262163592,25.5492854752
zigzag,BKI-34145,81.8948855554,25.9168062445
fcbk,BKI-34146,81.7219716843,25.6851929771
fcbk,BKI-34147,81.6166655058,25.8630849303
fcbk,BKI-34148,81.9052170599,25.8543279257
fcbk,BKI-34149,81.6388394074,25.6106116611
fcbk,BKI-34150,81.6523862901,25.5865383218
fcbk,BKI-34151,81.9196255934,25.8499634907
zigzag,BKI-34152,81.7798657734,25.9858474975
